claim,reasoning_type,true_label,predicted_label
I didn’t know that the Hayden-McNeil was built in Macmillan Publishers.,one-hop,False,True
I realized that USS Eagle (SP-145) N.V. owns USS Eagle (SP-145).,one-hop,False,False
I imagined that Boyapati Srinu is a leader in Dammu.,one-hop,True,True
I imagined that the name of the leader of the Nightmare Beach is Umberto Lenzi.,one-hop,True,False
I wish that Pat Cline is the founder of Springer Science and Business Media.,one-hop,True,False
"I wasn’t aware that the leader title of Antioch, California, is Mayor: Ms.Danyela Raicheva.",one-hop,False,False
I emphasized that Andrzej Piotr Ruszczyński was influenced by Gerard Manley Hopkins.,one-hop,False,False
If only William Anders served as a crew member of enjoyment of stamp collecting.,one-hop,True,False
I wish that Helen DL Tan is the leader of Derbyshire Dales.,one-hop,True,False
"I emphasized that ""1917 CX"" is the former name of 1101 Clematis.",one-hop,False,False
"I understand that Lady Anne Monson was born in Hollywood, Memphis.",one-hop,False,False
"I explained that Vajubhai Vala is the leader of Karnataka, where Red High Heels originates from.",conjuction,False,False
"I wasn’t aware that India, at one time led by T.S. Thakur, was also where Philipp Petzschner lived most of her life.",conjuction,False,False
"I remembered that the Amazing Jeckel Brothers has a recording label in RCA Records, in which Sony Music Entertainment is the distribution company.",conjuction,False,True
I wasn’t aware that the Chrysler Airstream with a 2.4 l engine is produced by Honda.,conjuction,False,False
"I emphasized that Kim Christensen (athlete) was born in Asuncion, part of Gran Asunción.",conjuction,False,False
I imagined that Buttermilk pie includes vegetables as ingredients and comes from the Karnataka region.,conjuction,True,False
I imagined that the birth place of Feng Guozhang was Paraguay and Asuncion is where he died.,conjuction,True,False
I explained that O Emperor plays Guarania style music and has a background as solo singer.,conjuction,False,False
"I understand that the college of William and Mary is the owner of the Stornoway (residence), 101 Ukrop Way.",conjuction,False,False
I emphasized that Nando Bodha was born in Austria-Hungary and was in office during President Adolf Schärf's reign.,conjuction,False,False
"I wish that Scott Adsit was born in Northbrook, Illinois and does the voice for Mr. Meaty.",conjuction,True,True
I realized that Robert A. M. Stern is the architect of the Metalist Oblast Sports Complex where the Mason School of Business is located.,conjuction,False,False
I understand that the Croatia region enjoys bhajji which have the ingredient of gram flour.,conjuction,False,False
I explained that the Acura TLX has a Mini  “Mark I”  1  4 and is built at the Marysville Auto Plant.,conjuction,False,False
"I wish that Frederick County, Maryland is to the southwest of Adams County, Pennsylvania, where the Monte Prado is located.",conjuction,True,False
"If only the James L. Pugh stands in Adams County, Pennsylvania.",conjuction,True,False
"I understand that a Severed Wasp has an ISBN number of ""ISBN 9781451666151"" and has 388 pages.",conjuction,False,False
"I wish that Lady Anne Monson was born in Darlington, a town in the Kingdom of Hungary (1301–1526).",conjuction,True,False
"I wasn’t aware that Lambert Simnel died in Dekalb County, Sycamore, Illinois.",conjuction,False,False
"I explained that Bhajji comes from the country of India, where two of the leaders are, Robert Byrne and Jayawarsa.",conjuction,False,False
"I remembered that Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Sukie Smith and was Baymax's first film appearance.",conjuction,False,False
"I understand that an exponent of Milonga, Alfredo Zitarrosa has a background as a solo singer and is part of the record label, Arbaaz Khan (Indian actor).",conjuction,False,False
"If only the Swafield is located in Adams County Pennsylvania, between Franklin County to the west and Frederick County to the southwest.",conjuction,True,False
"I explained that Colorado Springs, United States resident and Miri, Malaysia born Abdul Taib Mahmud, is a member of the Parti Pesaka Bumiputera Bersatu.",conjuction,False,False
"I remembered that MTU Friedrichshafen of Friedrichshafen, owned by Oppenheimer Holdings, manufactures the MS SPL Princess Anastasia (1986) engine.",conjuction,False,False
"I emphasized that Belonging to the Next plc parent company, MTU located in Friedrichshafen produces the engines for the MS SPL Princess Anastasia (1986).",conjuction,False,False
I wasn’t aware that the comic character Arion is also known as Ahri'ahn and was created by George Lefferts and Paul Kupperberg.,conjuction,False,False
I forgot that AFC Blackpool have had Stuart Parker as their manager. He has represented the club Biellese and is a member of the Irlam Town F.C.,conjuction,False,False
"I imagined that the St. Anthony's College, Kandy is located in Virginia, United States and is a tenant of the Alan B. Miller Hall.",conjuction,True,False
"If only Alan B Miller Hall, tenant of The Mason School of Business, is located at 101 Ukrop Way in the National Transitional Council.",conjuction,True,False
I explained that Alfredo Zitarrosa waas born in Montevideo and died in Tabaré Vázquez led Slavonski Brod.,conjuction,False,False
"I imagined that John Madin, who designed Folksamhuset, comes from Birmingham, which is run by the Prof. Dr. Mustanser Jehangir.",conjuction,True,False
"I wasn’t aware that Lizzie Halliday was born in Paraguay and died in Asuncion, Newcastle upon Tyne.",conjuction,False,False
"I understand that Agustin Barboza was born in near Bedford and died in Asuncion, Gran Asunción.",conjuction,False,False
I understand that Khalid Mahmood (British politician) leads Iraq where Al Taqaddum air base serves the city of Fallujah.,conjuction,False,False
"If only Alfons Gorbach was born in Westfield, New Jersey, U.S. and died in Austria, where the leader is Victor Yu.",conjuction,True,False
"I explained that the Argus Fernfeuer, manufactured by Honda (includes the South West Coach Lines), has a 2.4 liter engine.",conjuction,False,False
"I emphasized that South West Coach Lines is a division of the manufacturer, Honda, who produced the Argus Fernfeuer with an Inline-four engine.",conjuction,False,False
"If only the 11th Mississippi Infantry Monument, a contributing property, is located in Becker County, Minnesota which is east to the Franklin County, Pennsylvania.",conjuction,True,False
"I didn’t know that the 11th Mississippi Infantry Monument, a contributing property, is located in Becker County, Minnesota which is east to the Pennsylvania's Franklin County.",conjuction,False,False
"I wasn’t aware that Lizzie Halliday, born in Paraguay, died in Asunción, which is part of Newcastle upon Tyne.",conjuction,False,False
"I didn’t know that John Madin is an architect who was born in Birmingham, England and designed Hollander Blocks.",conjuction,False,True
I wish that the Ontario Court of Justice in the US are the current tenants of Alan B Miller Hall in Virginia.,conjuction,True,False
I realized that a book was written by J. V. Jones and has the OCLC number 51969173.,multi hop,True,False
"I explained that the address for a building is Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road, Ahmedabad.",multi hop,True,True
If only an astronaut was born in British Hong Kong and later in life became a fighter pilot.,multi hop,False,True
"I didn’t know that Universal Music Group's, a record label, is the label of Agustín Barboza.",multi hop,True,True
"I imagined that John Madin is the architect of a building, located in Colmore Row.",multi hop,False,False
"I imagined that a place was established in 2000 in Adams County, Pennsylvania.",multi hop,False,False
I wish that an airport is 84 metres above sea level and serves the city of Fallujah.,multi hop,False,False
I explained that a place was established in 2000 in Pennsylvania.,multi hop,True,False
If only Diane Duane authored a book which was published in print.,multi hop,False,False
