claim,true_output,predicted_output
The university currently tenant Alan B Miller Hall which was completed on July 2004 (South) in the United States.,False,False
"A building was completed on June 1st, 2009 and has a tenant called the Muhammadu Buhari, which is based in the U.S.",False,False
"Located in the United States, the Medill School of Journalism currently live in the building, a building which cost 75 million dollars.",False,False
"The university, located in the the Republic of Macedonia, is the current tenant of Alan B Miller Hall, which cost 75 million dollars.",False,False
The building in the Cinema of Pakistan cost 75 million dollars. The current tenants are The Mason School of Business.,False,False
"Mason School of Business, located in the United States, is a tenant of the building, that is situated in Visakhapatnam, Andhra Pradesh,.",False,False
"A building, located in The United States in Virginia, includes current tenant The Officials of the Roman Curia.",False,False
"The Mason School of Business is a tenant of The Alan B Miller Hall, which is located in an administrative region which is in the TUN.",False,True
"They are in Virginia, U.S. and Sogo Hong Kong are tenants.",False,False
"The Mason School of Business is a tenant of the building in Texas Hill Country, U.S.",False,True
"Southern California Sun is a tenant of the building, which is situated in Virginia in the United States.",False,False
Narendra Modi leads Georgia where a museum is located in Ahmedabad?,False,False
Narendra Modi is a leader in Bogotá where a museum is located in Ahmedabad.,False,False
"The building is located in Ahmedabad, India and the leader is Tatiana Galateanu!",False,False
"It's in Ahmedabad, India where Chantal Rouleau is the leader.",False,False
"A building in Ahmedabad is located in Waltham, Massachusetts whose leader is Sumitra Mahajan.",False,False
"A building is located in Gujarat, Antigua and Barbuda and has Narendra Modi as the prime minister.",False,False
"A building is located in Quiapo, Manila, India, whose leader is Narendra Modi.",False,False
"A building is located in Gujarat, India that is led by Barbara Shaw!",False,False
"Its located in Gujarat, India where the leader is Saddek Benkada!",False,False
"It is located in Gujarat, Buenos Aires and is lead by Sumitra Mahajan.",False,False
Sumitra Mahajan is a leader in Poland. His museum is located in Gujarat.,False,False
"A city, led by the Conservative Party, was the birthplace of Edward Austin Kent who designed 103 Colmore Row.",False,False
The Liberal Democrats lead the city and the architect Battlecross designed 103 Colmore Row.,False,False
"John Madin, who designed 103 Colmore Row, comes from a city, which is run by the Clarence Longworth.",False,False
T S Thakur is a leader of Bolivia where a museum is located in Ahmedabad.,False,False
"A building is located in Ahmedabad in Ramsey, New Jersey which is has a leader called T.S. Thakur.",False,False
"T S Thakur is a leader in India, which is the country where a museum (Washington (state)) is located.",False,False
"It is located in Gujarat, Guinea.T S Thakur is the leader of Guinea.",False,False
"A building is located in Chelsea, Manhattan, New York City in India, which is led by T S Thakur.",False,False
"The comic book character Arion was created by Yo Yo Honey Singh and a comics creator, a winner of the Eisner Award.",False,False
He won the Eisner Award and created Arion along with Rory Rosegarten!,False,False
"It was made by Steven T Seagle and the American, Pat Shortt.",False,True
"He was created by Steven T. Seagle and Pablo S. Gomez who is an American,",False,True
They come from the Locris and are made from shortcrust pastry!,False,False
The food bhajis originate from File:Flag of the Philippines.svg and specifically in the settlement region where a leader is Vajubhai Vala.,False,False
The German built ship is powered by a MWM GmbH engine from Friedrichshafen!,False,False
"The ship is powered by a MTU Concord, New Hampshire engine in the city of Concord, New Hampshire, Germany.",False,False
Acura is a division of the Honda Co. Honda is the manufacturer of the automobile which has a Nissan Sentra  Third generation  1  2 litre engine.,False,False
Acura is a division of the Honda Co. who make the Suzuki Escudo  Second generation  1  4 litre engine capacity an automobile.,False,False
The 3.5 litre engine an automobile is manufactured by McLaren Automotive where Acura is a division.,False,False
Acura is a division of the Ford of Europe Co. who manufacture the automobile which is fitted with a Ford of Europe J engine.,False,False
"List of Ford vehicles is a division of the manufacturer, Honda, who produced the automobile with an Inline-four engine.",False,False
Acura is a division of the Honda Co who makes the automobile with an Saviem SM Europe  1.,False,False
Water Treatment Facilities is a division of the Honda Co. who manufactured the automobile which has a V6 engine.,False,False
The Acura TLX has a automobile engine which is made by the Advanced Micro Devices Co. Acura is one division of that company.,False,False
Acura is part of the Audi Co. which manufactures the software used in the Acura TLX.,False,False
"MTU Friedrichshafen is in Friedrichshafen and made the engines that power the ship built on the Cole, John Robert; Et al..",False,False
"MTU Friedrichshafen is in Friedrichshafen and made the engines that powered the ship which was built by Butler, William.",False,False
"The ship, built by Neptun Werft, is powered by a MTU Laval, Mayenne (Laval, Mayenne) engine.",False,False
The ship was built in Rostock and is powered by Fiat Automobiles made engines that were made in Friedrichshafen.,False,False
The ship was built in Lewis Robinson. It has a MTU Friedrichshafen engine.,False,False
The ship was built by Compagnie Générale Transatlantique in Rostock and is powered by a MTU Friedrichshafen engine.,False,False
"The A-Rosa Luna was built in Brittany,Germany.",False,False
"The builder of the A-Rosa Luna is located in Murwillumbah, Germany?",False,False
"The HMS Hercule (1798) was built in Rostock, Germany!",False,False
"The place, established in June 1839, is located in Adams County Pennsylvania, with Carroll County to the southeast.",False,False
"Bernard Anselme, born in Miri, Malaysia, was succeeded by a president, whose deputy is Stephen Yong Kuet Tze.",False,False
"Stephen Yong Kuet Tze is the deputy of a president, who succeeded Malaysian born (in Miri), Michael Turnbull.",False,False
"Born in the Byfeld House, Barnes, Surrey, England Abdul Taib Mahmud, was succeeded by a personm, who was in office whilst Tuanku Bujang Tuanku Othman was Vice President.",False,False
"The birth place of Jane Aagaard was the Kingdom of Sarawak and his successor was, a president, who was in office while Tuanku Bujang Tuanku Othman was Vice President.",False,False
"A president, born in Down Ampney, was in office during Tuanku Bujang Tuanku Othman Vice Presidency and was the suceessor to Abdul Taib Mahmud.",False,False
"Abdul Taib Mahmud was born in Miri, Malaysia and was succeeded by a president who was in office whilst William Woods Holden was Vice President.",False,False
"A politician, who lives in Suryapet, was succeeded by Adenan Satem, who was born in the Japanese Occupation of British Borneo.",False,True
"A senator, who ended his career on 3 March 1857, represented Livingston Parish, Louisiana where the largest city is Burlington.",False,False
"A senator, who retired on 3rd March 1857, represented Powell County, Montana, where the largest city is Burlington.",False,False
"A senator represented Cass County, Iowa - largest city; Burlington - and ended his career on March 3rd 1857.",False,False
"A person, who retired on 3rd March 1857, was a member of US Whig Party of which Ata Messan Ajavon Zeus was the leader.",False,False
"A senator, who ended his career on 3 March 1857, was a member of the United States Whig Party led by Aleksandar Paunov.",False,False
"Born on 23rd October, 1793, a senator, was a member of the United States Whig Party, the leader of which, was Carlos Raimundi.",False,False
"A senator, who was born on October 23rd, 1793, was a member of the Whig Party of the United States which was led by Valentin Inzko.",False,False
